,ID,Name,Reviews,Rating,Price
271,leIvOZ4PdnJ9aXsC7O2wzQ,The Beckett Theatre,9,3.0,
272,gY6aPkUcyltomwF6FrR9gw,Barbès,172,4.0,$$
273,sqnT1aA0TH0uDyE9Ea0m6Q,Mean Girls on Broadway,97,4.5,
274,rLudtFRGfnWrlhAFfgcKMQ,Broadway Theatre,139,4.0,
275,UVg8t6oT6wMTdZNHsdga4A,War Horse,11,4.0,
276,PwPzF-b_XibKklorTZ57OA,Nuyorican Poets Cafe,260,4.0,$
277,fM4HxeV1JXXrJAzLnZcuTA,Second Stage Theater,47,4.5,
278,r7wQo-flZxdEh8lARNarzA,Bane Haunted House,195,4.0,
279,B2_tkc_KcN3oftLN9HEd_g,Brooks Atkinson Theatre,115,3.5,
280,cGPDf5Rhep-maTLgEmvIjw,Hulu Theater At Madison Square Garden,101,3.5,$$$
281,cTkEld1qRYYK3NL28iIVaA,Amelie the Musical,2,4.5,
282,ljTc01CCZP73g6qqO7lqfQ,Comedy Cellar,1124,4.0,$$
283,BeTl2tIHroC8V5tTnyJsQQ,The Late Show with Stephen Colbert,127,4.5,
284,AiMvEizF8X___fqqWQ77sg,Brooklyn Cyclones,79,4.5,
285,UnwTVbByK6kxfSVPVKxgtg,Union County Performing Arts Center,22,3.5,
286,qstIdGaSA-irH6RT2AHLsw,Nederlander Theatre,121,3.5,
287,ZRjdrcP4cQ340x1KFLhOTw,Snapple Theater,34,3.0,
288,3Qn2hTcoCx2xntqU660_vg,Rodgers & Hammerstein's OKLAHOMA!,18,3.0,
289,qXx-8AT483tupC7PrCpGjw,A Steady Rain,8,4.0,
290,QB7MVXHCn-Rh4gN8wxS25Q,Shubert Theatre,148,3.5,
291,_wcR2fv7ifzmlNJuNKuwTg,Shakespeare In the Park,154,4.5,
292,erkVKAYeHGrDyR5Im9-4dQ,Folksbiene Yiddish Theater,2,5.0,
293,nJTR6Of_vrsKcH4GkpGs_Q,Applause New York,9,3.5,
294,n69UtfwH0xljWEqeHiHgWw,Artechouse,52,3.0,$$
295,6P7xP_p9U9lEd6xw8F2DQQ,PNC Bank Arts Center,265,2.5,
296,YTh35T3wEvja456NcgcKZw,New York Comic Con,113,4.0,
297,orgS5g1U22o-XPnA77bKeg,Enrico Caruso Museum of America,1,5.0,
298,AhvNYQJ27A2w7jnhQxbj0w,MoMA PS1,343,3.5,$
299,XMie3L8mCGgZJLi3pLwEhg,Bam Howard Gilman Opera House,16,4.5,
300,crX2jCOJB8Z1TLL1VyITEA,Golden Door International Film Festival,4,3.0,
301,0tN8aU2P9GTVZXLnTGoKog,New York City Ballet,129,4.5,
302,FF7Otr-jEifnE7t3ToU1KQ,Barrymore Theatre,73,4.0,
303,4HYUYUXlDjRYCLuvSPca3A,Imperial Theatre,124,3.5,
304,NPb5VRMU-JQKLq9vOHPtfg,The Players,31,3.5,
305,Qy-GX1fnZ9tMq6Iuw1Gsfg,New World Stages,237,4.0,
306,6ati8DrPfuZIm4Z7wnIXrA,Eugene O'Neill Theatre,242,3.5,
307,M5-pO5JWvI4y5aTxU60n4w,Cradle of Aviation Museum,88,4.0,
308,W7KBffBooONJftZVs2bQVQ,Abingdon Theatre Company,16,4.0,
309,Vo7-IPXhUT7E0JV8sl95sQ,39 Steps,27,4.5,
310,gNgXag0u1sOaOnIUMPe4pg,Stephen Sondheim Theatre,59,4.0,
311,jJYvA9iXyI9-WkS_gzjK8Q,Terminator Too Judgment Play,1,5.0,
312,Pz6TGLZqUlYYII9xKb-0Cg,Fat Cat Music,1145,4.0,$
313,HPxkrZ4rFCbLAp4Y2Tpidw,Tootsie,23,4.5,
314,sWc4dycX5LRt4GF5ADbn4w,Beautiful - The Carole King Musical,130,4.5,
315,888WJPZVx0ZWQhT6ygRCtQ,Godspell,28,4.0,
316,0KCN-5-LJds9LTJnckou9A,Japan Society,68,4.5,
317,T5oH7blrZuDOemH_lzo3bA,Chicago The Musical,279,3.0,
318,IN-oJW5-9mwPEG491xWIsQ,Museum of the City of New York,253,4.0,
319,OUPyV2WKYETuprScXSAtuA,The Museum of Modern Art,1993,4.5,
320,aOV-up4yYWAUgNf0pMZlLg,Lyceum Theatre,121,3.5,
321,iYs-SZ6ZTLXvZc_cveZJ0w,Leap of Faith,3,2.5,
322,6nJEFizwrE8HOF2oVDfJVA,Audience Extras,39,2.0,
323,qOv_Tb5oOx6vIOMQ14wqpw,Mad Hatter's G&T Party,22,4.0,
324,qSfTm2GFFFKaEAAwutomKw,Triad Theater,111,4.0,$$
325,U6fUzNfGxkIKn2QEmWwsjA,Forbidden Broadway,7,4.5,
326,A3stGT54f8PD1LNhsY-OQg,American Ballet Theatre,22,4.5,
327,mcDobhDW6v_WzlxLRwIgEg,Jamaica Center for Arts & Learning,12,4.0,
328,T0dLc0CA3HWdQF0Ov0dQMA,Belasco Theatre,97,4.0,
329,0ghsH1L64ZTnbuXO0TnlPQ,NEWSical: The Musical,56,2.5,
330,4r7PlSbxfndQeK_SY4GS8A,Museum of the American Gangster,128,4.0,
331,mUHRcIZAuyBGqN-gYz9Zrw,Waitress The Musical,144,4.5,
332,5d-3zAQvYnWTDIhXr9Am-Q,Theatre Row,34,4.5,
333,wyzFcrHa0YytTE2XeVu5iA,Ambassador Theatre,114,3.0,
334,9CbziAJlHmCn7oFGtAJlcA,Gerald Schoenfeld Theatre,79,3.5,
335,T359YSSXKd6bFU0OmG61lA,Muchmore's,63,4.0,$
336,IZwIccYb4-VuZFvXefIwDA,Park Avenue Armory,67,4.5,$$
337,50XH_24jbzOiJYGiI4SvPQ,The Band's Visit,49,2.5,
338,crjRib_eqevfp-igFJKMjQ,The York Theatre Company,6,4.0,$$
339,0C13WDbV-SANVNlGoeHgVA,New York Neo-Futurists,51,4.0,
340,sYhOOLd04h7dfaM9q49w9A,The Bell House,378,4.0,$$
341,YlEmnGSKW_mr4CyLHqVP2g,Golden Theatre,66,3.0,
342,vm1qHkSvmvIwyn_2ZkBD3g,Warsaw at The Polish National Home,91,3.5,$$
343,VmOOeaDrCFkSFYRi6oPjrQ,Blogologues,96,5.0,
344,p16qVuHk6Xqh-K2ILRcB0w,Cirque Du Soleil Volta NJ,6,5.0,
345,VuR3lhMA80aH42jrBM_C8A,Duane Park,474,4.5,$$$$
346,dpgAlHBaiODdQnEK_GGdCA,Manhattan Repertory Theatre,17,3.0,
347,bUpeNcz4-SWnhIKqSKTVMQ,Tenement Museum,677,4.0,
348,aj37nr_b5cfG39qAXo2Ymg,A Christmas Story The Musical,16,4.5,
349,Esn5idCXsvQzqCZ3JbCXyg,Barcade,516,3.5,$$
350,WuGlZWKE2KfRIkx3rtVBTA,Carolines On Broadway,442,3.0,$$
351,nyi1By-cbYRK_U2y5h4fyQ,NYU Cantor Film Center,1,4.0,
352,Yby57mwXIONUtIN6J921fA,Yogi Berra Museum and Learning Center,14,4.5,
353,DemlMj7aVQ1l9rnko7l0TQ,Lunt-Fontanne Theatre,109,3.5,
354,iBX_Kfz-iv_RuStR6vdQIw,The Riant Theatre,1,4.0,
355,j--aRMbSs4Wqx3bCiMMWzw,Round1 Broadway,216,3.5,$$
356,qZpTXNeodfkx0f67Ldng3g,Symphony Space,73,4.0,
357,7zAEA0uQQhLwdXs_B1rWjQ,Florence Gould Hall At FIAF,5,5.0,$$
358,swcxp1okNTMkdZgqT1ryPw,Museum of Jewish Heritage - A Living Memorial to the Holocaust,92,4.0,
359,4109SG7qk3g28HJUcAXWmw,Kinky Boots,354,4.5,
360,lXSDZjhOJDuXVISTTBTNqg,The Riverside Theatre,4,4.0,
361,sNtBIsZpOVqurNaCn0uHzA,Music Box Theatre,98,3.5,
362,1FVjCF3h1txCGz5ohndjtg,To Kill a Mockingbird,23,4.5,
363,QrFslJ21V5msantuVrqeeQ,Ripley's Believe It or Not! Time Square,277,3.5,
364,QZKJax38GG2OWR3NtlJsYw,Jersey Boys,11,4.5,
365,K1L2ntF3b89i0GniL1NeDg,Marquis Theatre,87,3.5,
366,KR8Yh4HHv8lYyaqbTIYctg,The Imbible: A Spirited History of Drinking,61,4.0,
367,h3YmJtrTStqp-Eu6HiAqcw,West Side Story,34,1.5,
368,ntfEuQ6sLaCiVvMmpkosQg,The Joyce Theater,69,4.5,
369,6BnU1pAeE2Urlx3x4ANigQ,The Cloisters,638,4.5,
370,_lcD0BfdKI1lMEinBz6xeQ,National Comedy Theatre,34,4.5,$
371,il9QDBRM3QihxmKuPSXpoQ,Winter Garden Theatre,92,4.5,
372,DpcR55sUnodw-Dwv6NpciA,The Acorn Theatre,34,4.5,
373,J48vSKN0lXYy3enL_pwXfg,NYU Skirball Center for the Performing Arts,43,4.0,$$
374,SQGrV6XrabCa_t8uKc5mjQ,Live with Kelly and Ryan,61,4.0,
375,kF4juxA0FZauymJK0B1buA,Bergen Performing Arts Center,72,3.5,
376,Jo8BCXJLq5NGHSSnIBZCLw,Four Seas Players,3,5.0,
377,fhnWjMFfKswLUzgtn-En1g,Manhattan Center,221,3.0,
378,aIJ4d070IEgAZ2LLMX58Dg,Jazz at Lincoln Center - Rose Theater,33,4.0,$$$
379,FFOqUH8iRaK7nLUtUhiVhg,New York Philharmonic,59,4.0,$$$
380,2VDKr3954XX41KwEcbX7lg,Green Fig,140,3.5,$$
381,mcBU3a6uZFNpzIaLIiquiw,Newman Theater,2,4.5,
382,fo_up4SDbRS5iXFnd3hp-A,Avery Fisher Hall,61,3.5,
383,g2IUVjeIwx5x6x9u1cLS6w,Empire State Building,2021,4.0,
384,_KcnZrwKw2NyX1LN_SXq_Q,Bridges of Madison County,8,4.0,
385,97V3mbihakfJO89QXpZr6Q,The Gazillion Bubble Show,101,4.0,
386,3ahcwkc4fTd_4M05j1kKiQ,Pete's Candy Store,255,4.0,$
387,wQGC93ETmivIlCbxLuAVcA,St. Mazie,233,4.0,$$
388,TxBERg6_l8HDUEezNwNxNg,Stick Fly,31,4.5,
389,FQlczBFOAFfehXpeanv0qw,Macbeth Lincoln center,13,2.5,
390,UZ80f-3ktZpGRbuCq_dXfQ,TKTS Lincoln Center,22,4.5,
391,lrBHwhT47WmtDThigdC6Dw,PC Richard & Son Theater,9,4.5,
392,7goRdQ-LuC6y2aNWEQgkgw,TKTS Times Square,284,4.0,
393,ONpovEzuqFtHMHN-AtPd8g,Guadalupe Inn,187,4.0,$$
394,TaC5xJnti4izqBnZD9Fm3g,School of Rock New York,6,4.0,$$$
395,arEOjcGWE2GhIMAXywtiew,Two-Bit's Retro Arcade,246,4.0,$
396,rYjjpoO2Ip7TJzt2N2fwdg,Laurie Beechman Theatre,64,3.5,$$
397,QERbo2vqq4T9GyIFtb2Ccg,Ellis Island Immigration Museum,354,4.5,
398,yNSnNNkRyOnx8ktnmJt9bA,Ed Sullivan Theater,21,4.0,
399,0mmRRbVUodHgpDOymn_hNw,French Institute Alliance Francaise FIAF,64,4.0,
400,Wciwo6EpuB-kuK8OXjNAkw,Puffs,37,4.0,
401,aBmpPx5Ly680dvcCWuLxTg,JCTC Merseles Studios,5,4.0,
402,g7W8fat2hqsm07lU9tXcRw,The Radio City Stage Door Tour,495,4.5,$$$
403,JWzkhhIJGkQLsRqvF4befw,Helen Hayes Theatre,66,3.5,
404,4YktLQQNdMoph8fWVAHZ9Q,The Public Theater,65,4.0,
405,CO11rc161Dt0cLnKh6oqcg,FunFuzion,122,2.5,
406,XJYyDr_2cPl-SGhSANHH7A,Intrepid Sea Air & Space Museum,489,4.0,
407,JFgjlYrxi2qS3fnMZTP0pA,New York Hall Of Science,237,4.0,
408,PMMwE1R6o6Qqx2eqooALng,The Acting Studio - New York,15,4.5,
409,7Pw_PQQEtDo1zji5qJJfZw,Empire City Casino,276,2.5,$$
410,PsYY7NHs5cFEI5hW5IZUlg,The Creek & The Cave,369,3.5,$$
411,IHVz6l11xVBIgsKMJ4BaUQ,Christmas Spectacular Starring the Radio City Rockettes,400,4.0,
412,uSORf7H6SpgGy9ElfXumDA,Ny International Fringe Festival,6,3.0,
413,Ecf8YEqNzom53Y93Ytpi8g,Madison Square Garden,1064,4.0,
414,98aIs2Y_3RONr6cQePvLPQ,Bedlam Theatre,4,3.5,
415,zYBtRXEW0_FbmY_fUHJG_g,Chinatown Fair Family Fun Center,205,3.5,
416,u--75c0wME02RcKt1opWYA,Lucille Lortel Theatre,29,3.5,
417,yCVhweMsjGyNGWUxTUVhIw,The Daily Show,243,4.5,
418,Fc1iOANVGI0AwO6k1_mSSg,Paramount Pictures,1,2.0,
419,AZSC48kTDCRU1CqxdE04Kg,Dizzy's Club,376,4.0,$$$
420,6vTYrMY3eOLqP9BQ-tAPzg,The Red Room,15,4.0,$$
421,e10aY3hPcvQbe-xjzrhAvQ,The Metropolitan Opera,330,4.5,
422,xO2qfPmCAZgv_Sx5ypaK2w,Caveat,34,4.5,
423,pY-DMHCPIRifZo9Cay1Low,The McKittrick Hotel,101,4.0,$$$
424,f-jrBF2lvpui4_qOBgxTaw,Perfect Crime,147,2.0,
425,ijz90jCzwMu0ckk2HPUT1w,Irish Hunger Memorial,63,4.5,
426,hFG0RnWZNDA5-ndX7Hwnqg,Nightmare,131,2.5,
427,kViIWJFfAfWPpJOwAXBKGA,National September 11 Memorial Museum,1421,4.5,
428,Z4l2zL3x_yZDQWdjjdruag,Under St Marks,26,4.5,
429,qOsRHWy2MPuyKhcDwaHBZA,Beat The Bomb,138,4.5,
430,FqRul4l8Vea_b1x6ggRrJw,Soho House New York,253,4.0,
431,imqbQP7xmDrDyeh0MSXCCA,David Geffen Hall,18,4.0,$$
432,pqxra7dYB3d_iZBPm1MWgg,Madame Tussauds New York,585,4.0,
433,OvpG96qDEJ0E1kT7ha1wWA,Rose Center for Earth and Space,32,4.0,
434,OmYkNBrJdZrpXHBc2QRVow,Society of Illustrators,54,4.5,
435,FuHTp8o_Z9Ua9d1RcZ14Qg,Downtown Art,1,4.0,
436,xR7MWkxxOJEBYT4LqcGHPA,Wintergarden Theatre,9,4.0,
437,0m9L65K-jgyYISQYVZZr0g,Montclair Art Museum,53,4.0,
438,bv_3TFbMfA0EGkF96m_oGA,Ellis Island,92,4.5,
439,w5P03kaNX8flQjCjoy-uZA,Lincoln Center Theater,3,3.0,
440,ZaxPWSt3DLQQct6om3PhjQ,Prudential Center,455,3.5,
441,Lv7ncYQhgsBnnlgKYDOAjw,Erth's prehistoric aquarium adventure,2,2.5,
442,1ZgO5zOjSer86vQIeLgj5w,They Call Me Q!,7,5.0,
443,h8JwGbcI7en-3loA438-1w,Bicycle Film Festival,1,5.0,
444,W45T9VMGyN8-3wCMosXKiw,Bayside The Musical,41,4.0,
445,DWoAzi_8Drq78YWAqc01vw,Beyond the Streets,14,4.5,
446,spQMbvAokpUrgrDCSfYSgw,Citi Field,1041,4.0,
447,uH56KMuTI_2SBYZ7Wa_hqw,Yankee Stadium,1361,4.0,
448,lF5R4oLNQ7OjSZR2NdGs5A,Late Night with Seth Meyers,47,4.5,
449,lSnNLwLUE2SsTuhyUnyhPA,Alegrias en la Nacional,12,4.0,
450,tmexCbhJ-ttQtZvO1JgGFA,Michael Shimmel Center For The Arts,2,5.0,$$
451,k66YEH3vXH_sNOQ7-vT1UQ,Swing 46,280,3.5,$$$
452,0ZIWsNhLPUv-N2HW8hMTJA,Le Poisson Rouge,472,3.0,$$
453,LRTxtGroBe6fylTAD8u3CA,Slava's Snowshow,11,3.5,
454,Ru4Frt4XojtEeWgdLOf5rA,Producers Club Theaters & Bar,35,3.5,
455,mvLf9pVnjW4rB5X2vh19EA,Jump into the Light,105,4.0,
456,AQqFajgYlAI_xw61k2nWDQ,Vintage Live! Gregory Charles,10,4.5,
457,W2dgJtsQNeM-qDJwf_kdCQ,Holi Hai,6,4.5,
458,IEdinh3Hrykkv6Vwk5HdKA,El Museo Del Barrio,90,3.5,$
459,_QdBVjV_1uKlVraA69maCQ,Sylvia & Danny Kaye Playhouse,7,2.5,
460,O1gHEYYSCULCcfJD9sLJqw,American Museum of Natural History,2078,4.0,
461,CHxJcTdWgWwgIW1-n8uEaQ,The Lion Theatre,3,3.5,
462,210LxcDl5dXlYOMlIUmEFQ,Lips - New York,682,4.0,$$$
463,WgbN2MUhl2XOsczONV7uSA,Feinstein's/54 Below,184,4.0,$$$
464,2-oFHQdVeUD-tLQeaIp7vw,Professional Arts Academy,6,3.5,
465,X0iRAifcQHm6ccIL-1lpFQ,The Tonight Show Starring Jimmy Fallon,97,4.5,
466,NN93UQZ0ZEMfdMKu3y3YsA,Jazz at Lincoln Center - The Appel Room,45,4.5,$$
467,Z9PXFm26kYkIdfxSL3FvEw,Asia Society and Museum,63,4.0,
468,goA3k84OpKDWOoFs17mELw,ZeroSpace,93,3.0,
469,SjQIhW5woqcHQKn_OlLKQg,Queens Museum,152,4.0,
470,yuN6opZpkK4vlKfx12XQRg,Philip Williams Posters,23,4.5,$$
471,js289ALzTpvpMgTBm1bZng,Wintuk - Cirque du Soleil,65,2.0,
472,234C99-QPpEDnUZ3yWnukw,Norwood Club,130,4.0,$$$
473,FfUleya8KkgFZmi5A8eq2w,Montclair Social Club,173,4.0,$$$
474,k3d1RXvANQXwPM7ZgClrxg,Jazz at Lincoln Center,88,4.5,$$$
475,FCt4zU9tPAewEnEniRRLbg,Color Factory,424,4.0,
476,f5Tgam-3aZSUT-jqQdLw-w,The Cutting Room,242,3.0,$$
477,RtN5ETLqYiMqhr71fu6cpg,Rockwood Music Hall,421,4.5,$$
478,36krOhexcsA8Uetoq52A7g,Top of the Rock,1628,4.5,
479,8QjFCksImIAx7IRKG6BwRQ,Shake Rattle N Roll Pianos,184,4.5,$$
480,nRicbyvWNs-PeVaFB3v5Cg,New Museum of Contemporary Art,357,3.0,
481,Uplh1HiI1wOc6p8DR7O3QA,The Morgan Library & Museum,286,4.5,
482,Yj3vh0VWB76rRkN0gI63jA,New York International Auto Show,97,3.5,
483,xa9w4_IPQWZKyank2VDojw,Cabaret The Musical,8,4.5,
484,syJhDeVtE8nXxF8pCKdysw,Paley Center For Media,57,4.0,
485,wJ9VnRlrJJP5QnVohBDjoA,Russian Vodka Room,546,4.0,$$
486,XrejK2kOO2tUkwN0JFKCBw,Stand Up NY,322,3.0,$$
487,s4hkSM02kgetI05MoZnr8Q,Hester Nights,13,3.5,
488,eFhC5G8KyXh2tXmNmHoOlA,QXT's Night Club,46,3.5,$
489,ABZg6XvII_o0YBXUADPxUA,Chuck E. Cheese,27,2.5,$$
490,xyTEcW2viCVb13vu3iXDjA,Wicked Willy's,564,3.0,$$
491,uSwlyNuncaXG-UQmelxQog,Al Hirschfeld Theatre,167,4.0,
492,dO75BTnU55SP-dFCNC5zxA,Alice Tully Hall,32,4.5,$$
493,jVncyqXwlx_D9f2xZn05tg,The Metropolitan Museum of Art,2868,4.5,
494,c_Kellz-oODKoNpcRbV24w,MONOMONO,473,4.0,$$
495,R00XZV3t6tv8W5skBmNUGQ,Hayden Planetarium,79,4.0,
496,ZFbSCxn8JFL7s7oDBAGdzQ,Bar Nine,363,3.5,$$
497,yM61f4KvO8tAZLDgUIhKGA,Ace Bar,369,3.5,$
498,2jCEI59CM4r5Gz8wn2CwUQ,DROM,190,2.5,$$
499,9ZLb43mkz3Td39nfS8ow4Q,Karaoke DUET 35,458,4.0,$$
500,uURLk6br8ifI63dqbPnzjA,Webster Hall,942,3.0,$$
501,hV7782IB9jIlJJq-53X2bw,Cafe Wha?,371,3.5,$$
502,-_yF7mVcSHl3Z_siFkHiBg,Kidz Village,65,3.5,
503,HeR2gHJbP5CN69UsVCtMGg,New York Botanical Garden,690,4.5,
504,5B8H5acEzIxhpcx6P4TQjQ,August Wilson Theatre,126,3.5,
505,S3T5lIRgXv2zZF964XjIiA,Terminal 5,782,3.0,$$
506,9VJrOxjf9SzKzMq1QDAi8Q,St James Theatre,119,4.0,
507,l1n_KhFcFJs5YAxudRDNFg,MIST Harlem,149,2.5,$$
508,Aue6IGvmPFI6-RQ0KKFE8A,New York City International Film Festival,3,2.5,
509,NTVCfvOD3LO4aaoOr7WOoA,Museum of Arts and Design,164,3.5,
510,4GNqs-joPQa_KjAdFaRtzA,Walter Kerr Theatre,126,3.5,
511,XwmDqSBmaDjW5dHD888Maw,Neue Galerie New York,250,3.5,
512,-7Cc_VzuQQ-IlAKriaqMhQ,The Django,106,3.5,$$$
513,EHrWHO6edlAGfgX6oNWtlw,New York Botanical Garden Holiday Train Show,83,4.0,
514,yGpPYyu3s8iVNuO0ktqsDw,Birdland,346,4.0,$$$
515,hkN6L5OKLv8jr53zZ8coXA,Terra Blues,198,4.0,$$
516,eKuVn7KBgrIAnlzXRpcqUA,Swedish Cottage Marionette Theater,28,3.5,
517,XtPe3a9ju5rOgpjNIrIiRw,Broadway Performing Arts,2,3.0,
518,3kpnhgKv2r8W8AUHa3sivQ,Parkside Lounge,174,4.0,$
519,3Ic4C60oSH1cV2jknUXSjQ,The Flatiron Room,793,4.5,$$$
520,EgqhJ0SZCpOikta4eYiAJg,New-York Historical Society,190,4.0,
521,pjZgvY3tsiUW9lwridB9Og,Metlife Stadium,460,3.5,$$$
522,-DhLF_WGvP5yH052BOXijw,Incorporated Village Of Malverne,3,3.5,
523,jv0Gu4wXNuyaoJMBOXqfVQ,Guggenheim Museum,1001,3.5,
524,Zn1tHPo1_-qnldXi-1RsjA,Bowlmor Times Square,451,3.0,
525,CW3PJ0GJ-jiiJF98AyEznw,"Modern Pinball NYC Arcade, Party Place & Museum",251,4.5,
526,ueUXI1l4VfMLuoIEwyxZ6A,Dave & Buster's - Temporarily Closed,881,2.5,$$
527,jq4AJMB31X4gzDj0Vw2k2A,Irving Plaza,357,3.5,$$
528,1FgUXp_ZwBbdoeiIgGw_0w,Rubin Museum of Art,265,4.5,
529,yxKz-1KhhrVOEszm-cB7Sg,Gramercy Theatre,194,3.5,$$
530,0n0AbOhJ9H8r8g5luFuUGg,Cafe Carlyle,100,3.5,$$$$
531,8UcUkOgoIls-HEwy-ABzUA,Joe's Pub at The Public,271,3.5,$$
532,WYJMeqHllMnSw55xlp2gLA,Jazz Standard,245,4.0,$$
533,E672oSwgE6Vm4izZlpA6lQ,The Frick Collection,497,4.5,
534,4jYzW3PA1I_B9geseBH7ug,Yogi Berra Stadium,19,3.5,
535,uVOgbsNrcVRip7uBaCWhBA,Whitney Museum of American Art,493,4.0,
536,PSa8t-nUjc5yrO1h5fZk_g,The Jewish Museum,107,4.0,$
